valor (%),extracted_value,link,serpapi_link,termo,texto,período
5000,5300,"https://trends.google.com/trends/explore?q=no+final+do+s%C3%A9culo+xix,+a+energia+el%C3%A9trica+impulsionou+a+moderniza%C3%A7%C3%A3o+de+m%C3%A1quinas+e+equipamentos+industriais.+al%C3%A9m+da+inglaterra,+a+industrializa%C3%A7%C3%A3o+alcan%C3%A7ou+outros+pa%C3%ADses.+nos+estados+unidos,+surgia+o+fordismo,+um+novo+modelo+de+produ%C3%A7%C3%A3o+industrial,+que+tinha+como+caracter%C3%ADsticas+a+repetitividade,+padroniza%C3%A7%C3%A3o+do+produto+e+produ%C3%A7%C3%A3o+em+massa.&date=today+12-m&geo=BR",https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=no+final+do+s%C3%A9culo+xix%2C+a+energia+el%C3%A9trica+impulsionou+a+moderniza%C3%A7%C3%A3o+de+m%C3%A1quinas+e+equipamentos+industriais.+al%C3%A9m+da+inglaterra%2C+a+industrializa%C3%A7%C3%A3o+alcan%C3%A7ou+outros+pa%C3%ADses.+nos+estados+unidos%2C+surgia+o+fordismo%2C+um+novo+modelo+de+produ%C3%A7%C3%A3o+industrial%2C+que+tinha+como+caracter%C3%ADsticas+a+repetitividade%2C+padroniza%C3%A7%C3%A3o+do+produto+e+produ%C3%A7%C3%A3o+em+massa.&tz=180,Energia Elétrica,"no final do século xix, a energia elétrica impulsionou a modernização de máquinas e equipamentos industriais. além da inglaterra, a industrialização alcançou outros países. nos estados unidos, surgia o fordismo, um novo modelo de produção industrial, que tinha como características a repetitividade, padronização do produto e produção em massa.",1 ano
4850,4850,https://trends.google.com/trends/explore?q=quais+s%C3%A3o+os+ganhos+que+o+consumo+consciente+de+energia+el%C3%A9trica+pode+proporcionar&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=quais+s%C3%A3o+os+ganhos+que+o+consumo+consciente+de+energia+el%C3%A9trica+pode+proporcionar&tz=180,Energia Elétrica,quais são os ganhos que o consumo consciente de energia elétrica pode proporcionar,1 ano
3600,3600,https://trends.google.com/trends/explore?q=fisioterapeuta+dan%C3%A7a+rec%C3%A9m+nascido&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=fisioterapeuta+dan%C3%A7a+rec%C3%A9m+nascido&tz=180,Energia Elétrica,fisioterapeuta dança recém nascido,1 ano
3350,3350,https://trends.google.com/trends/explore?q=qual+fruto+pode+gerar+energia+el%C3%A9trica&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=qual+fruto+pode+gerar+energia+el%C3%A9trica&tz=180,Energia Elétrica,qual fruto pode gerar energia elétrica,1 ano
3100,3100,https://trends.google.com/trends/explore?q=atriz+lea+garcia+morreu&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=atriz+lea+garcia+morreu&tz=180,Energia Elétrica,atriz lea garcia morreu,1 ano
2750,2750,"https://trends.google.com/trends/explore?q=a+imagem+apresenta+um+sistema+caseiro+de+gera%C3%A7%C3%A3o+de+energia+limpa+atrav%C3%A9s+do+impacto+de+um+bloco+de+500+g.+o+bloco,+que+est%C3%A1+inicialmente+em+repouso+no+topo+do+aparato,+desliza+pela+superf%C3%ADcie+inclinada+sem+atrito,+passando+pelo+ponto+a+atingindo+a+plataforma+localizada+em+b.+esse+sistema,+apesar+da+efici%C3%AAncia+na+transforma%C3%A7%C3%A3o+de+energia+cin%C3%A9tica+em+el%C3%A9trica+ser+de+40+%25,+possibilita+menor+uso+da+energia+el%C3%A9trica+convencional,+mesmo+que+em+pequena+escala.&date=today+12-m&geo=BR",https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=a+imagem+apresenta+um+sistema+caseiro+de+gera%C3%A7%C3%A3o+de+energia+limpa+atrav%C3%A9s+do+impacto+de+um+bloco+de+500+g.+o+bloco%2C+que+est%C3%A1+inicialmente+em+repouso+no+topo+do+aparato%2C+desliza+pela+superf%C3%ADcie+inclinada+sem+atrito%2C+passando+pelo+ponto+a+atingindo+a+plataforma+localizada+em+b.+esse+sistema%2C+apesar+da+efici%C3%AAncia+na+transforma%C3%A7%C3%A3o+de+energia+cin%C3%A9tica+em+el%C3%A9trica+ser+de+40+%25%2C+possibilita+menor+uso+da+energia+el%C3%A9trica+convencional%2C+mesmo+que+em+pequena+escala.&tz=180,Energia Elétrica,"a imagem apresenta um sistema caseiro de geração de energia limpa através do impacto de um bloco de 500 g. o bloco, que está inicialmente em repouso no topo do aparato, desliza pela superfície inclinada sem atrito, passando pelo ponto a atingindo a plataforma localizada em b. esse sistema, apesar da eficiência na transformação de energia cinética em elétrica ser de 40 %, possibilita menor uso da energia elétrica convencional, mesmo que em pequena escala.",1 ano
1300,1300,https://trends.google.com/trends/explore?q=petrobras+anuncia+aumento+gasolina&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=petrobras+anuncia+aumento+gasolina&tz=180,Energia Elétrica,petrobras anuncia aumento gasolina,1 ano
1150,1150,https://trends.google.com/trends/explore?q=manaus+sem+energia+el%C3%A9trica&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=manaus+sem+energia+el%C3%A9trica&tz=180,Energia Elétrica,manaus sem energia elétrica,1 ano
850,850,"https://trends.google.com/trends/explore?q=a+ind%C3%BAstria+4.0+%C3%A9+conhecida+pelo+avan%C3%A7o+tecnol%C3%B3gico+em+prol+da+competitividade,+mas+al%C3%A9m+disso,+do+desenvolvimento+de+tecnologias+ben%C3%A9ficas+%C3%A0+sociedade+e+ambiente.+novos+materiais+s%C3%A3o+a+consequ%C3%AAncia+de+estudos+e+pesquisas+possibilitadas+pelo+correto+emprego+da+tecnologia,+e+dessa+forma+novos+equipamentos+e+processos+podem+ser+desenvolvidos.+nesse+cen%C3%A1rio+evolutivo,+as+pessoas+n%C3%A3o+ficam+de+fora,+os+empregados+de+uma+organiza%C3%A7%C3%A3o+4.0+tamb%C3%A9m+est%C3%A3o+sujeitos+%C3%A0s+transforma%C3%A7%C3%B5es,+necessitando+de+capacidades+intelectuais+aprimoradas,+como+%C3%A9+o+caso+do+racioc%C3%ADnio+l%C3%B3gico+agu%C3%A7ado+e+das+t%C3%A9cnicas+sociais+de+transmiss%C3%A3o+de+informa%C3%A7%C3%A3o+e+intera%C3%A7%C3%A3o+social.+isto+%C3%A9,+a+quarta+onda+promove+a+evolu%C3%A7%C3%A3o+cont%C3%ADnua+das+pessoas,+do+ambiente+e+das+empresas.&date=today+12-m&geo=BR",https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=a+ind%C3%BAstria+4.0+%C3%A9+conhecida+pelo+avan%C3%A7o+tecnol%C3%B3gico+em+prol+da+competitividade%2C+mas+al%C3%A9m+disso%2C+do+desenvolvimento+de+tecnologias+ben%C3%A9ficas+%C3%A0+sociedade+e+ambiente.+novos+materiais+s%C3%A3o+a+consequ%C3%AAncia+de+estudos+e+pesquisas+possibilitadas+pelo+correto+emprego+da+tecnologia%2C+e+dessa+forma+novos+equipamentos+e+processos+podem+ser+desenvolvidos.+nesse+cen%C3%A1rio+evolutivo%2C+as+pessoas+n%C3%A3o+ficam+de+fora%2C+os+empregados+de+uma+organiza%C3%A7%C3%A3o+4.0+tamb%C3%A9m+est%C3%A3o+sujeitos+%C3%A0s+transforma%C3%A7%C3%B5es%2C+necessitando+de+capacidades+intelectuais+aprimoradas%2C+como+%C3%A9+o+caso+do+racioc%C3%ADnio+l%C3%B3gico+agu%C3%A7ado+e+das+t%C3%A9cnicas+sociais+de+transmiss%C3%A3o+de+informa%C3%A7%C3%A3o+e+intera%C3%A7%C3%A3o+social.+isto+%C3%A9%2C+a+quarta+onda+promove+a+evolu%C3%A7%C3%A3o+cont%C3%ADnua+das+pessoas%2C+do+ambiente+e+das+empresas.&tz=180,Energia Elétrica,"a indústria 4.0 é conhecida pelo avanço tecnológico em prol da competitividade, mas além disso, do desenvolvimento de tecnologias benéficas à sociedade e ambiente. novos materiais são a consequência de estudos e pesquisas possibilitadas pelo correto emprego da tecnologia, e dessa forma novos equipamentos e processos podem ser desenvolvidos. nesse cenário evolutivo, as pessoas não ficam de fora, os empregados de uma organização 4.0 também estão sujeitos às transformações, necessitando de capacidades intelectuais aprimoradas, como é o caso do raciocínio lógico aguçado e das técnicas sociais de transmissão de informação e interação social. isto é, a quarta onda promove a evolução contínua das pessoas, do ambiente e das empresas.",1 ano
700,700,"https://trends.google.com/trends/explore?q=por+volta+dos+anos+1860+o+mundo+passava+pela+sua+segunda+grande+revolu%C3%A7%C3%A3o+industrial,+a+qual+tornou+poss%C3%ADvel+a+utiliza%C3%A7%C3%A3o+da+energia+el%C3%A9trica+nas+f%C3%A1bricas+e+postos+de+trabalho.+esse+per%C3%ADodo+foi+caracterizado+pelo+enorme+avan%C3%A7o+de+volume+de+produ%C3%A7%C3%A3o,+o+qual+n%C3%A3o+priorizou+o+uso+de+m%C3%A1quinas+t%C3%A9rmicas,+como+aquelas+a+vapor+do+per%C3%ADodo+anterior.+logo,+nesse+per%C3%ADodo+surgiram+grandes+nomes+nas+ind%C3%BAstrias+capazes+de+remodelar+os+processos+produtivos,+elaborando+os+m%C3%A9todos+de+produ%C3%A7%C3%A3o,+como+o+fordismo,+presente+nos+estados+unidos+e,+posteriormente,+vis%C3%ADvel+em+outros+pa%C3%ADses+em+sistemas+similares.&date=today+12-m&geo=BR",https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=por+volta+dos+anos+1860+o+mundo+passava+pela+sua+segunda+grande+revolu%C3%A7%C3%A3o+industrial%2C+a+qual+tornou+poss%C3%ADvel+a+utiliza%C3%A7%C3%A3o+da+energia+el%C3%A9trica+nas+f%C3%A1bricas+e+postos+de+trabalho.+esse+per%C3%ADodo+foi+caracterizado+pelo+enorme+avan%C3%A7o+de+volume+de+produ%C3%A7%C3%A3o%2C+o+qual+n%C3%A3o+priorizou+o+uso+de+m%C3%A1quinas+t%C3%A9rmicas%2C+como+aquelas+a+vapor+do+per%C3%ADodo+anterior.+logo%2C+nesse+per%C3%ADodo+surgiram+grandes+nomes+nas+ind%C3%BAstrias+capazes+de+remodelar+os+processos+produtivos%2C+elaborando+os+m%C3%A9todos+de+produ%C3%A7%C3%A3o%2C+como+o+fordismo%2C+presente+nos+estados+unidos+e%2C+posteriormente%2C+vis%C3%ADvel+em+outros+pa%C3%ADses+em+sistemas+similares.&tz=180,Energia Elétrica,"por volta dos anos 1860 o mundo passava pela sua segunda grande revolução industrial, a qual tornou possível a utilização da energia elétrica nas fábricas e postos de trabalho. esse período foi caracterizado pelo enorme avanço de volume de produção, o qual não priorizou o uso de máquinas térmicas, como aquelas a vapor do período anterior. logo, nesse período surgiram grandes nomes nas indústrias capazes de remodelar os processos produtivos, elaborando os métodos de produção, como o fordismo, presente nos estados unidos e, posteriormente, visível em outros países em sistemas similares.",1 ano
650,650,https://trends.google.com/trends/explore?q=energia+el%C3%A9trica+apag%C3%A3o&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=energia+el%C3%A9trica+apag%C3%A3o&tz=180,Energia Elétrica,energia elétrica apagão,1 ano
450,450,"https://trends.google.com/trends/explore?q=o+termo+ind%C3%BAstria+4.0+se+refere+%C3%A0+capacidade+de+conex%C3%B5es+empresariais+com+outros+elementos+fora+de+seu+dom%C3%ADnio,+al%C3%A9m+da+possibilidade+de+relacionar+os+elementos+externos+com+suas+produ%C3%A7%C3%B5es+de+forma+imediata,+por+meio+da+coleta+e+tratamento+de+dados.+dessa+forma,+essa+atualiza%C3%A7%C3%A3o+toda+resulta+em+redu%C3%A7%C3%A3o+do+quadro+de+funcion%C3%A1rios,+j%C3%A1+que+a+intelig%C3%AAncia+artificial+ser%C3%A1+utilizada+e+aproveitada+ao+m%C3%A1ximo,+e+tamb%C3%A9m+far%C3%A1+com+que+novos+profissionais,+com+conhecimento+sobre+os+novos+processos,+sejam+requeridos+nos+ambientes+empresariais.&date=today+12-m&geo=BR",https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=o+termo+ind%C3%BAstria+4.0+se+refere+%C3%A0+capacidade+de+conex%C3%B5es+empresariais+com+outros+elementos+fora+de+seu+dom%C3%ADnio%2C+al%C3%A9m+da+possibilidade+de+relacionar+os+elementos+externos+com+suas+produ%C3%A7%C3%B5es+de+forma+imediata%2C+por+meio+da+coleta+e+tratamento+de+dados.+dessa+forma%2C+essa+atualiza%C3%A7%C3%A3o+toda+resulta+em+redu%C3%A7%C3%A3o+do+quadro+de+funcion%C3%A1rios%2C+j%C3%A1+que+a+intelig%C3%AAncia+artificial+ser%C3%A1+utilizada+e+aproveitada+ao+m%C3%A1ximo%2C+e+tamb%C3%A9m+far%C3%A1+com+que+novos+profissionais%2C+com+conhecimento+sobre+os+novos+processos%2C+sejam+requeridos+nos+ambientes+empresariais.&tz=180,Energia Elétrica,"o termo indústria 4.0 se refere à capacidade de conexões empresariais com outros elementos fora de seu domínio, além da possibilidade de relacionar os elementos externos com suas produções de forma imediata, por meio da coleta e tratamento de dados. dessa forma, essa atualização toda resulta em redução do quadro de funcionários, já que a inteligência artificial será utilizada e aproveitada ao máximo, e também fará com que novos profissionais, com conhecimento sobre os novos processos, sejam requeridos nos ambientes empresariais.",1 ano
450,450,https://trends.google.com/trends/explore?q=aviso+de+desligamento+programado+de+energia+el%C3%A9trica+2023&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=aviso+de+desligamento+programado+de+energia+el%C3%A9trica+2023&tz=180,Energia Elétrica,aviso de desligamento programado de energia elétrica 2023,1 ano
120,120,https://trends.google.com/trends/explore?q=falta+de+energia+el%C3%A9trica+em+sp+agora&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=falta+de+energia+el%C3%A9trica+em+sp+agora&tz=180,Energia Elétrica,falta de energia elétrica em sp agora,1 ano
100,100,https://trends.google.com/trends/explore?q=sem+energia+el%C3%A9trica&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=sem+energia+el%C3%A9trica&tz=180,Energia Elétrica,sem energia elétrica,1 ano
70,70,https://trends.google.com/trends/explore?q=falta+energia+el%C3%A9trica&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=falta+energia+el%C3%A9trica&tz=180,Energia Elétrica,falta energia elétrica,1 ano
50,50,https://trends.google.com/trends/explore?q=falta+de+energia+el%C3%A9trica&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=falta+de+energia+el%C3%A9trica&tz=180,Energia Elétrica,falta de energia elétrica,1 ano
50,50,https://trends.google.com/trends/explore?q=falta+de+energia&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=falta+de+energia&tz=180,Energia Elétrica,falta de energia,1 ano
5000,52200,https://trends.google.com/trends/explore?q=qual+equipamento+da+turbina+e%C3%B3lica+converte+a+energia+cin%C3%A9tica+do+vento+em+energia+el%C3%A9trica?&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=qual+equipamento+da+turbina+e%C3%B3lica+converte+a+energia+cin%C3%A9tica+do+vento+em+energia+el%C3%A9trica%3F&tz=180,Energia Eólica,qual equipamento da turbina eólica converte a energia cinética do vento em energia elétrica?,1 ano
5000,22150,"https://trends.google.com/trends/explore?q=as+usinas+e%C3%B3licas+utilizam+uma+fonte+de+energia+__________+e+__________,+pois+n%C3%A3o+produzem+gases+poluentes.+no+entanto,+elas+podem+causar+impactos+ambientais,+como+a+__________+de+habitats+naturais.&date=today+12-m&geo=BR",https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=as+usinas+e%C3%B3licas+utilizam+uma+fonte+de+energia+__________+e+__________%2C+pois+n%C3%A3o+produzem+gases+poluentes.+no+entanto%2C+elas+podem+causar+impactos+ambientais%2C+como+a+__________+de+habitats+naturais.&tz=180,Energia Eólica,"as usinas eólicas utilizam uma fonte de energia __________ e __________, pois não produzem gases poluentes. no entanto, elas podem causar impactos ambientais, como a __________ de habitats naturais.",1 ano
120,120,https://trends.google.com/trends/explore?q=5+desvantagens+da+energia+e%C3%B3lica&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=5+desvantagens+da+energia+e%C3%B3lica&tz=180,Energia Eólica,5 desvantagens da energia eólica,1 ano
90,90,https://trends.google.com/trends/explore?q=energia+cin%C3%A9tica&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=energia+cin%C3%A9tica&tz=180,Energia Eólica,energia cinética,1 ano
70,70,https://trends.google.com/trends/explore?q=turbina+e%C3%B3lica&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=turbina+e%C3%B3lica&tz=180,Energia Eólica,turbina eólica,1 ano
60,60,https://trends.google.com/trends/explore?q=energia+hidroel%C3%A9trica&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=energia+hidroel%C3%A9trica&tz=180,Energia Eólica,energia hidroelétrica,1 ano
60,60,https://trends.google.com/trends/explore?q=kit+energia+e%C3%B3lica+residencial+220v&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=kit+energia+e%C3%B3lica+residencial+220v&tz=180,Energia Eólica,kit energia eólica residencial 220v,1 ano
50,50,https://trends.google.com/trends/explore?q=o+que+%C3%A9+energia+cin%C3%A9tica&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=o+que+%C3%A9+energia+cin%C3%A9tica&tz=180,Energia Eólica,o que é energia cinética,1 ano
50,50,https://trends.google.com/trends/explore?q=turbina+e%C3%B3lica+residencial&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=turbina+e%C3%B3lica+residencial&tz=180,Energia Eólica,turbina eólica residencial,1 ano
50,50,https://trends.google.com/trends/explore?q=carv%C3%A3o+mineral+%C3%A9+renovavel&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=carv%C3%A3o+mineral+%C3%A9+renovavel&tz=180,Energia Eólica,carvão mineral é renovavel,1 ano
5000,9700,https://trends.google.com/trends/explore?q=taxa+energia+solar+2024&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=taxa+energia+solar+2024&tz=180,Energia Solar,taxa energia solar 2024,1 ano
5000,8900,https://trends.google.com/trends/explore?q=pl+4831+energia+solar&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=pl+4831+energia+solar&tz=180,Energia Solar,pl 4831 energia solar,1 ano
1000,1000,https://trends.google.com/trends/explore?q=esta%C3%A7%C3%A3o+de+energia+solar+portatil&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=esta%C3%A7%C3%A3o+de+energia+solar+portatil&tz=180,Energia Solar,estação de energia solar portatil,1 ano
600,600,https://trends.google.com/trends/explore?q=sunew+energia+solar&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=sunew+energia+solar&tz=180,Energia Solar,sunew energia solar,1 ano
350,350,https://trends.google.com/trends/explore?q=placa+solar+portatil&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=placa+solar+portatil&tz=180,Energia Solar,placa solar portatil,1 ano
350,350,https://trends.google.com/trends/explore?q=placa+de+energia+solar+portatil&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=placa+de+energia+solar+portatil&tz=180,Energia Solar,placa de energia solar portatil,1 ano
300,300,https://trends.google.com/trends/explore?q=yaw+energia+solar&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=yaw+energia+solar&tz=180,Energia Solar,yaw energia solar,1 ano
300,300,https://trends.google.com/trends/explore?q=bateria+de+litio+para+energia+solar&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=bateria+de+litio+para+energia+solar&tz=180,Energia Solar,bateria de litio para energia solar,1 ano
300,300,https://trends.google.com/trends/explore?q=gerador+de+energia+solar+port%C3%A1til&date=today+12-m&geo=BR,https://serpapi.com/search.json?data_type=RELATED_QUERIES&date=today+12-m&engine=google_trends&geo=BR&q=gerador+de+energia+solar+port%C3%A1til&tz=180,Energia Solar,gerador de energia solar portátil,1 ano
